patent,country,url,date_submitted,date_issued,title,wikidata,inventor,assignee,cpc,collections
US1858767,US,https://patents.google.com/patent/US1858767A/en,1928-10-01,1932-05-17,Method and Means of Producing Composite Photographs with Sound Accompaniment,http://www.wikidata.org/entity/Q73430647,Carroll H. Dunning,Dunning Process Comp,G03B15/08,DunningPomeroyParamountDeal; WestheimerF13
US1859021,US,https://patents.google.com/patent/US1859021A/en,1929-01-09,1932-05-17,Method of Producing Motion Pictures,http://www.wikidata.org/entity/Q73585543,Jakob Burkhardt,Third Dimension Pictures Inc,G03B35/00,WestheimerF13
US1859022,US,https://patents.google.com/patent/US1859022A/en,1929-12-18,1932-05-17,Projection Printing Machine,http://www.wikidata.org/entity/Q73424591,Jakob Burkhardt,Third Dimension Pictures Inc,G03B27/475,WestheimerF13
US1859589,US,https://patents.google.com/patent/US1859589A/en,1928-03-01,1932-05-24,Method of Producing Composite Photographs,http://www.wikidata.org/entity/Q73585546,William Van Doren Kelley; William Wallace Kelley,,G03B15/08,WestheimerF13
US1860737,US,https://patents.google.com/patent/US1860737A/en,1925-09-30,1932-05-31,Double Exposure Process,http://www.wikidata.org/entity/Q73430654,Max B. Handschiegl,Bessie Handschiegl,G03B15/08,WestheimerF13
US1861515,US,https://patents.google.com/patent/US1861515A/en,1927-04-18,1932-06-07,Process of Printing Motion Pictures,http://www.wikidata.org/entity/Q73430657,Frank D. Williams,,G03C5/06,WestheimerF13
US1863826,US,https://patents.google.com/patent/US1863826A/en,1931-10-12,1932-06-21,Method of Producing Composite Pictures,http://www.wikidata.org/entity/Q73424606,Conrad G. Briel,Cinema Dev Comp,G03B15/08,WestheimerF4; WestheimerF13
US1863827,US,https://patents.google.com/patent/US1863827A/en,1931-10-12,1932-06-21,Method of Producing Composite Pictures,http://www.wikidata.org/entity/Q73585547,Conrad G. Briel,Cinema Dev Comp,G03B15/08,WestheimerF13
US1865136,US,https://patents.google.com/patent/US1865136A/en,1929-04-10,1932-06-28,Synchronizing System,http://www.wikidata.org/entity/Q73424613,Louis M. Potts,Bell Telephone Laboratories Inc,H02P5/49,WestheimerF14
US1866170,US,https://patents.google.com/patent/US1866170A/en,1930-04-25,1932-07-05,Advertising Apparatus,http://www.wikidata.org/entity/Q73585551,Walter I. O'Neill,,G09F19/18,WestheimerF14
US1866268,US,https://patents.google.com/patent/US1866268A/en,1927-07-13,1932-07-05,Means for Titling Sound Film Records,http://www.wikidata.org/entity/Q73424627,Freeman H. Owens,,G11B33/06; G11B7/268,WestheimerF14
US1866866,US,https://patents.google.com/patent/US1866866A/en,1930-05-16,1932-07-12,Art of Photography,http://www.wikidata.org/entity/Q73424632,Edwin A. Sutcliffe,Victor Mfg and Gasket Comp,G03F1/88; G03C11/14; G03C5/04; G03F1/90,WestheimerF4; WestheimerF14
US1867373,US,https://patents.google.com/patent/US1867373A/en,1928-09-19,1932-07-12,Motor Control System,http://www.wikidata.org/entity/Q73424638,Edmund R. Morton,Nokia Bell Labs,,WestheimerF14
US1866712,US,https://patents.google.com/patent/US1866712A/en,1930-02-05,1932-07-12,Method of Making Combined Sound and Picture Records,http://www.wikidata.org/entity/Q73430677,Loyd A. Jones,Eastman Kodak Comp,G03B31/00,WestheimerF14
US1867800,US,https://patents.google.com/patent/US1867800A/en,1929-12-21,1932-07-19,Photographic Background,http://www.wikidata.org/entity/Q73585553,Charles William Bhosys,,G03B15/06,WestheimerF13; WestheimerF14
US1868993,US,https://patents.google.com/patent/US1868993A/en,1930-01-03,1932-07-26,Synchronizing Method and Apparatus for Making Sound-picture Films,http://www.wikidata.org/entity/Q73424647,George H. Rufle,,G03B31/00,WestheimerF13
US1868722,US,https://patents.google.com/patent/US1868722A/en,1926-06-08,1932-07-26,Projector,http://www.wikidata.org/entity/Q73424655,Wilfred T. Birdsall,Trans Lux Daylight Picture,G03B23/125,WestheimerF14
US1868759,US,https://patents.google.com/patent/US1868759A/en,1926-07-21,1932-07-26,Projection Screen,http://www.wikidata.org/entity/Q73424663,David F. Newman,Trans Lux Daylight Picture,G03B21/62,WestheimerF14
US1869275,US,https://patents.google.com/patent/US1869275A/en,1929-03-28,1932-07-26,Process of Projecting Bright Backgrounds By Oblique Projections,http://www.wikidata.org/entity/Q73424670,Paul Planer,,G03B15/08,WestheimerF14
US1869819,US,https://patents.google.com/patent/US1869819A/en,1927-12-12,1932-08-02,Method of Forming Composite Motion Picture Films,http://www.wikidata.org/entity/Q73424673,Raymond J. Mammes,Metro Goldwyn Mayer Corp,G03B15/08,WestheimerF13; WestheimerF14
US1869904,US,https://patents.google.com/patent/US1869904A/en,1931-10-30,1932-08-02,Animated Motion Picture,http://www.wikidata.org/entity/Q73424676,Ned Herbert Mann,,G03B31/02,WestheimerF14
US1871767,US,https://patents.google.com/patent/US1871767A/en,1928-03-02,1932-08-16,Method and Apparatus for Combined Projection,http://www.wikidata.org/entity/Q73424681,Walter G. Wolfe,Wilmot R. Evans,G03B21/001,WestheimerF13; WestheimerF14
US1875244,US,https://patents.google.com/patent/US1875244A/en,1929-09-07,1932-08-30,Apparatus for Taking and Projecting Motion Pictures,http://www.wikidata.org/entity/Q73424689,Eliot Keen,,G03B21/32; G03B29/00,WestheimerF14
DE559597,DE,https://depatisnet.dpma.de/DepatisNet/depatisnet?action=bibdat&docid=DE000000559597A,1930-08-24,1932-09-21,Verfahren zur Herstellung von zusammengesetzten Bildern auf einem kinematographischen Film,http://www.wikidata.org/entity/Q73430705,Roy J. Pomeroy; Paramount Publix Corp,,,PatentPool
US1880087,US,https://patents.google.com/patent/US1880087A/en,1930-05-09,1932-09-27,Printing Machine for Cinematograph Films,http://www.wikidata.org/entity/Q73424697,Paul J. Guerin,Mack Sennett Color Film Co Ltd,G03B27/08,WestheimerF14
US1879806,US,https://patents.google.com/patent/US1879806A/en,1931-02-14,1932-09-27,Photographic Film,http://www.wikidata.org/entity/Q73424698,William Van Doren Kelley,,G03C7/20,
US1880596,US,https://patents.google.com/patent/US1880596A/en,1931-09-10,1932-10-04,Photographic Printing Apparatus,http://www.wikidata.org/entity/Q73424707,Fordyce E. Tuttle,Eastman Kodak Comp,G03B27/475,WestheimerF14
US1881355,US,https://patents.google.com/patent/US1881355A/en,1928-01-26,1932-10-04,Device for Projecting Backgrounds,http://www.wikidata.org/entity/Q73424711,Remigius Geyling; Paul Planer,Planer,G09F19/18,WestheimerF14
US1881903,US,https://patents.google.com/patent/US1881903A/en,1928-10-18,1932-10-11,Motion Picture Camera and Film Magazine,http://www.wikidata.org/entity/Q73424714,Freeman H. Owens,,G03B17/265,WestheimerF14
US1882413,US,https://patents.google.com/patent/US1882413A/en,1930-07-12,1932-10-11,Film Spool,http://www.wikidata.org/entity/Q73430723,Farciot Edouart,,G03B1/50,
US1884565,US,https://patents.google.com/patent/US1884565A/en,1929-01-17,1932-10-25,Graining Process,http://www.wikidata.org/entity/Q73424719,Lloyd V. Casto,Oxford Varnish Corp,B41M3/06,WestheimerF14
US1884566,US,https://patents.google.com/patent/US1884566A/en,1930-04-16,1932-10-25,Graining Process,http://www.wikidata.org/entity/Q73585555,Lloyd V. Casto,Oxford Varnish Corp,B41M3/06,WestheimerF14
US1884167,US,https://patents.google.com/patent/US1884167A/en,1929-06-10,1932-10-25,Optical Printer,http://www.wikidata.org/entity/Q73585557,Freeman H. Owens,,G03B27/475,
US1886266,US,https://patents.google.com/patent/US1886266A/en,1928-09-10,1932-11-01,Photographic Film Picture and Process of Producing the Same,http://www.wikidata.org/entity/Q73424730,Oskar Bornhauser,,G03B15/08,WestheimerF4; WestheimerF14
US1885229,US,https://patents.google.com/patent/US1885229A/en,1929-01-07,1932-11-01,Printing Machine for Moving Picture Films,http://www.wikidata.org/entity/Q73424734,Jakob Burkhardt,Third Dimension Pictures Inc,G03B27/08,WestheimerF14
US1885555,US,https://patents.google.com/patent/US1885555A/en,1930-07-09,1932-11-01,Apparatus for Titling Movie Films,http://www.wikidata.org/entity/Q73430734,Charles W. Schwartz,,G03B15/08,WestheimerF14
US1887925,US,https://patents.google.com/patent/US1887925A/en,1931-01-17,1932-11-15,Tempo Indicating Motion Picture Film,http://www.wikidata.org/entity/Q73430738,Max Fleischer,,G03B31/00,WestheimerF14
US1888054,US,https://patents.google.com/patent/US1888054A/en,1930-06-20,1932-11-15,Apparatus for Reproducing Literary and Pictorial Matter,http://www.wikidata.org/entity/Q73424744,Geza Tipecska; Ludwig Mach,,G03B21/10,WestheimerF14
US1888220,US,https://patents.google.com/patent/US1888220A/en,1929-06-06,1932-11-22,Sound Picture System,http://www.wikidata.org/entity/Q73424751,Shelby C. Chapman,Electrical Res Prod Inc,G03B31/00,WestheimerF14
US1888303,US,https://patents.google.com/patent/US1888303A/en,1929-12-30,1932-11-22,Method of Producing Intaglio Printing Forms,http://www.wikidata.org/entity/Q73424758,Kurt Wolfsohn,Rotophot AG für Graphische Industrie,B41C1/18; G03F7/18,WestheimerF14
US1888527,US,https://patents.google.com/patent/US1888527A/en,1930-09-02,1932-11-22,Shuttle Pressure Plate,http://www.wikidata.org/entity/Q73430750,Farciot Edouart,,G03B27/08,
US1889042,US,https://patents.google.com/patent/US1889042A/en,1929-07-20,1932-11-29,Apparatus for Plotting Maps from Air Photographs,http://www.wikidata.org/entity/Q73430757,Archibald Barr,Barr & Stroud Ltd,G03B27/68,WestheimerF14
US1890053,US,https://patents.google.com/patent/US1890053A/en,1931-06-29,1932-12-06,Photographic Stage Setting,http://www.wikidata.org/entity/Q73430760,Anton Grot,,G03B15/06,WestheimerF14
US1890054,US,https://patents.google.com/patent/US1890054A/en,1931-07-18,1932-12-06,Photographic Stage Setting,http://www.wikidata.org/entity/Q73585559,Anton Grot,,G03B15/06,WestheimerF14
US1890764,US,https://patents.google.com/patent/US1890764A/en,1928-11-05,1932-12-13,Method of Producing Motion Pictures,http://www.wikidata.org/entity/Q73585560,Walter L. Wright,Synchrome Corp,G03B33/00,WestheimerF14
US1892683,US,https://patents.google.com/patent/US1892683A/en,1929-06-27,1933-01-03,Single Plate Multiple Photographic Reproduction,http://www.wikidata.org/entity/Q73424769,Robert R. Robertson,,G03B27/46,WestheimerF14
US1892846,US,https://patents.google.com/patent/US1892846A/en,1928-07-05,1933-01-03,Camera,http://www.wikidata.org/entity/Q73585564,Emil M. Mueller,C. P. Goerz American Optical Comp,G03B13/20,WestheimerF14
US1893211,US,https://patents.google.com/patent/US1893211A/en,1927-10-21,1933-01-03,Pose-reflecting System for Photographic Apparatus,http://www.wikidata.org/entity/Q73424777,Luther G. Simjian,,G03B17/53,WestheimerF14
US1893668,US,https://patents.google.com/patent/US1893668A/en,1927-11-28,1933-01-10,Camera,http://www.wikidata.org/entity/Q73585566,Octaviano Diaz,,G03B17/50,WestheimerF14
US1895211,US,https://patents.google.com/patent/US1895211A/en,1926-08-16,1933-01-24,Motion Picture Camera,http://www.wikidata.org/entity/Q73424790,Frank Short,,G03B15/08,WestheimerF14
US1895239,US,https://patents.google.com/patent/US1895239A/en,1931-09-21,1933-01-24,Camera-silhouette Machine,http://www.wikidata.org/entity/Q73424805,Walter H. Venzie,,G03B17/53,WestheimerF14
US1895644,US,https://patents.google.com/patent/US1895644A/en,1930-05-26,1933-01-31,Method of Producing Sound Pictures,http://www.wikidata.org/entity/Q73424809,George P. Regan; Albert P. Day,,G03B31/00; Y10T74/19084,WestheimerF14
US1896246,US,https://patents.google.com/patent/US1896246A/en,1927-07-13,1933-02-07,Film Printing Apparatus,http://www.wikidata.org/entity/Q73424813,Freeman H. Owens,,G03B27/475,
US1897111,US,https://patents.google.com/patent/US1897111A/en,1930-12-12,1933-02-14,Photographic Dust Count Apparatus,http://www.wikidata.org/entity/Q73424817,Sewell M. Corbett; Leland H. Stanford,,G03B15/00,WestheimerF14
US1897494,US,https://patents.google.com/patent/US1897494A/en,1927-01-17,1933-02-14,Method of Making Composite Pictures,http://www.wikidata.org/entity/Q73585567,George A. Mitchell; Friend F. Baker,Mitchell Camera Corp,G03B15/12,WestheimerF14
US1897673,US,https://patents.google.com/patent/US1897673A/en,1928-04-16,1933-02-14,Means for Producing Motion Pictures,http://www.wikidata.org/entity/Q73430805,Willis H. O'Brien,,G03B15/08,WestheimerF14
US1897762,US,https://patents.google.com/patent/US1897762A/en,1930-06-18,1933-02-14,Motion-picture Camera,http://www.wikidata.org/entity/Q73424839,Kurt Morsbach,Siemens AG,G03B19/18,WestheimerF14
US1897866,US,https://patents.google.com/patent/US1897866A/en,1931-08-25,1933-02-14,Color Photographic Process,http://www.wikidata.org/entity/Q73424865,Merrill W. Seymour,Eastman Kodak Comp,G03C7/18; G03C5/50,WestheimerF14
US1897846,US,https://patents.google.com/patent/US1897846A/en,1930-04-08,1933-02-14,"Film, Plate and the like",http://www.wikidata.org/entity/Q73424867,William Van Doren Kelley,,G03C7/20; G03C1/46; G03C1/825,
US1898904,US,https://patents.google.com/patent/US1898904A/en,1926-11-10,1933-02-21,Method of Making Sets for Moving Pictures,http://www.wikidata.org/entity/Q73424871,John F. Seitz,,G03B15/08,WestheimerF14
US1898905,US,https://patents.google.com/patent/US1898905A/en,1927-12-15,1933-02-21,Method and Apparatus for Making Motion Pictures,http://www.wikidata.org/entity/Q73424872,John F. Seitz,,G02B7/10; G03B15/08,WestheimerF14
US1899032,US,https://patents.google.com/patent/US1899032A/en,1926-12-27,1933-02-28,Production of Pedigreed Negatives,http://www.wikidata.org/entity/Q73430815,Max B. Handschiegl,Bessie Handschiegl,G03B15/08,WestheimerF14
US1901110,US,https://patents.google.com/patent/US1901110A/en,1927-12-12,1933-03-14,Reversible Mat,http://www.wikidata.org/entity/Q73424875,Raymond J. Mammes,Metro Goldwyn Mayer Corp,G03B15/08,WestheimerF14
US1902213,US,https://patents.google.com/patent/US1902213A/en,1929-02-28,1933-03-21,Process of Reproducing Images on Metallic Surfaces,http://www.wikidata.org/entity/Q73424877,John P. Brockway,Bowman Ab,G03F7/0041,WestheimerF14
US1903950,US,https://patents.google.com/patent/US1903950A/en,1929-11-29,1933-04-18,Motion Picture Theater and Apparatus,http://www.wikidata.org/entity/Q73424899,Julius Weinberger,RCA Corp,A63J1/00,WestheimerF14
US1906509,US,https://patents.google.com/patent/US1906509A/en,1930-02-27,1933-05-02,Correction for Distortion the Component Pictures Produced from Different Photographic Registering Devices,http://www.wikidata.org/entity/Q73424907,Claus Aschenbrenner,Firm Photogrammetrie GmbH,G03B19/023,WestheimerF14
US1907253,US,https://patents.google.com/patent/US1907253A/en,1932-01-23,1933-05-02,Cinematographic Printing Machine,http://www.wikidata.org/entity/Q73424912,André Léon Victor Clément Debrie,,G03B15/08; G03B27/32,WestheimerF14
GB392034,GB,http://worldwide.espacenet.com/publicationDetails/biblio?DB=EPODOC&II=0&ND=3&adjacent=true&locale=en_EP&FT=D&date=19330511&CC=GB&NR=392034A&KC=A,1932-08-24,1933-05-11,Improvements in or Relating to Composite Motion Pictures,http://www.wikidata.org/entity/Q73430841,Warner Bros.,,,PatentPool
US1909339,US,https://patents.google.com/patent/US1909339A/en,1930-07-23,1933-05-16,Sound Synchronized Animated Drawing Film and Process of Producing Same,http://www.wikidata.org/entity/Q73430845,Max Fleischer,,G03B31/00,WestheimerF14
US1909731,US,https://patents.google.com/patent/US1909731A/en,1930-10-23,1933-05-16,Method of and Apparatus for Taking and Projecting Multiple Images Such As Are Used in Color Photography,http://www.wikidata.org/entity/Q73424918,Thorner Walther,,G03B33/00,WestheimerF14
GB392398,GB,http://worldwide.espacenet.com/publicationDetails/biblio?DB=EPODOC&II=0&ND=3&adjacent=true&locale=en_EP&FT=D&date=19330518&CC=GB&NR=392398A&KC=A,1932-08-24,1933-05-18,Improvements in or Relating to Composite Motion Pictures,http://www.wikidata.org/entity/Q73585571,Warner Bros.,,,PatentPool
US1910989,US,https://patents.google.com/patent/US1910989A/en,1924-11-22,1933-05-23,Picture Projection Apparatus,http://www.wikidata.org/entity/Q73424923,Austin K. Hanks,Trans Lux Daylight Picture,G03B21/08,WestheimerF14
US1911680,US,https://patents.google.com/patent/US1911680A/en,1928-04-12,1933-05-30,Camera,http://www.wikidata.org/entity/Q73585573,Willing B. Foulke,,G03B19/18; G03B21/32,WestheimerF14
US1912482,US,https://patents.google.com/patent/US1912482A/en,1928-06-06,1933-06-06,Photographic Printing Element,http://www.wikidata.org/entity/Q73424942,William C. Huebner,,G03F3/02,WestheimerF14
US1912582,US,https://patents.google.com/patent/US1912582A/en,1930-10-20,1933-06-06,Composite Photography,http://www.wikidata.org/entity/Q73424946,William Van Doren Kelley,William Wallace Kelley,G03B15/08,WestheimerF14
US1913048,US,https://patents.google.com/patent/US1913048A/en,1928-10-16,1933-06-06,Method of and Means for Scoring Motion Pictures,http://www.wikidata.org/entity/Q73430866,Roy O. Disney,,G03B31/00,WestheimerF14
US1913167,US,https://patents.google.com/patent/US1913167A/en,1930-03-25,1933-06-06,Title Holder for Cameras,http://www.wikidata.org/entity/Q73424948,John W. Little,,G03B15/08,WestheimerF14
US1913870,US,https://patents.google.com/patent/US1913870A/en,1931-07-24,1933-06-13,Advertising and Like Device,http://www.wikidata.org/entity/Q73424953,George Briggs,Valentine Smith,G09F13/00,WestheimerF14
GB394477,GB,http://worldwide.espacenet.com/publicationDetails/biblio?DB=EPODOC&II=0&ND=3&adjacent=true&locale=en_EP&FT=D&date=19330629&CC=GB&NR=394477A&KC=A,1932-05-20,1933-06-29,Method of and Arrangement for the Production of Composite Motion Pictures,http://www.wikidata.org/entity/Q73430875,Warner Bros.,,,PatentPool; WestheimerF4
US1916282,US,https://patents.google.com/patent/US1916282A/en,1928-07-16,1933-07-04,Art and Means of Identification,http://www.wikidata.org/entity/Q73424971,Frank F. Peacock,,G03C11/14; G03C5/08,WestheimerF14
US1917246,US,https://patents.google.com/patent/US1917246A/en,1930-07-09,1933-07-11,Production of Illusory Effects,http://www.wikidata.org/entity/Q73424987,Thomas H. Faris,,G03B15/08,WestheimerF14
US1917360,US,https://patents.google.com/patent/US1917360A/en,1931-04-22,1933-07-11,Film Printing,http://www.wikidata.org/entity/Q73430880,John G. Capstaff,Eastman Kodak Comp,G03B27/80,WestheimerF14
US1919021,US,https://patents.google.com/patent/US1919021A/en,1931-05-29,1933-07-18,Camera,http://www.wikidata.org/entity/Q73585576,Hillman Albert George,Colourgravure Ltd,G03B33/00,WestheimerF14
US1919513,US,https://patents.google.com/patent/US1919513A/en,1932-02-25,1933-07-25,Focusing Means for Photographic Cameras and Projectors,http://www.wikidata.org/entity/Q73424995,Charles Edward Hillery-Collings,Camera-Projectors Limited,G03B19/18,WestheimerF14
US1919595,US,https://patents.google.com/patent/US1919595A/en,1928-04-04,1933-07-25,Projection Machine,http://www.wikidata.org/entity/Q73424998,Freeman H. Owens,,G03B21/20; G03B21/32; G03B29/00,WestheimerF14
US1919735,US,https://patents.google.com/patent/US1919735A/en,1930-07-25,1933-07-25,Apparatus for Making Animated Pictures,http://www.wikidata.org/entity/Q73585577,George Lane,Audio Cinema Inc,G03B15/08,WestheimerF14
US1919922,US,https://patents.google.com/patent/US1919922A/en,1931-12-19,1933-07-25,Game Projecting Apparatus,http://www.wikidata.org/entity/Q73425020,"Franklin Baker, Jr; Jan Rutger Holst Lodewyk",Baker,G03B21/132; A63F1/067; A63F3/022; Y10S353/03,WestheimerF14
US1920259,US,https://patents.google.com/patent/US1920259A/en,1929-07-12,1933-08-01,Method for Determining and Measuring Distances,http://www.wikidata.org/entity/Q73425030,Albert M. Jackson,,G01C3/02; G01C1/02,WestheimerF14
US1920671,US,https://patents.google.com/patent/US1920671A/en,1930-04-25,1933-08-01,Apparatus for Making Medley Pictures,http://www.wikidata.org/entity/Q73425038,James W. Anderson,Anderson Mfg Comp,G03B19/023,WestheimerF14
US1921835,US,https://patents.google.com/patent/US1921835A/en,1929-03-28,1933-08-08,Optical Printer,http://www.wikidata.org/entity/Q73585578,Freeman H. Owens,,G03B27/475,
US1922963,US,https://patents.google.com/patent/US1922963A/en,1928-06-09,1933-08-15,Apparatus for Lens Adjustment in Double Lens Projection,http://www.wikidata.org/entity/Q73425041,George Lane; John E. Patterson,,G02B7/023,WestheimerF14
US1923987,US,https://patents.google.com/patent/US1923987A/en,1931-05-26,1933-08-22,Cinematographic Apparatus,http://www.wikidata.org/entity/Q73425059,Benjamin Ellan Luboshez,,G03B9/10; G03B21/32,WestheimerF14
US1924110,US,https://patents.google.com/patent/US1924110A/en,1928-09-19,1933-08-29,Method of Producing and Reproducing Films for the Reproduction of Picture Films in Combination with Sound Films,http://www.wikidata.org/entity/Q73430912,Einar Dessau,,G03B31/00,WestheimerF14
US1924890,US,https://patents.google.com/patent/US1924890A/en,1929-06-12,1933-08-29,Method of Preparing Gelatin Blanks,http://www.wikidata.org/entity/Q73430917,Leonard T. Troland,Technicolor,G03C1/30; Y10S428/913; Y10T428/31728; Y10T428/31768,WestheimerF14
US1925136,US,https://patents.google.com/patent/US1925136A/en,1930-11-28,1933-09-05,Animated Pictures,http://www.wikidata.org/entity/Q73425067,Harvey Conover,,A63H33/22,WestheimerF14
US1925547,US,https://patents.google.com/patent/US1925547A/en,1928-05-26,1933-09-05,Electrical Control and System,http://www.wikidata.org/entity/Q73425071,Clifton M. Tuttle; Fordyce E. Tuttle,Eastman Kodak Comp,H05B39/042,WestheimerF14
GB397979,GB,http://worldwide.espacenet.com/publicationDetails/biblio?FT=D&date=19330907&DB=EPODOC&locale=en_EP&CC=GB&NR=397979A&KC=A&ND=4,1932-05-23,1933-09-07,Method of and Apparatus for the Production of Composite Motion Pictures and Sound Accompaniments Therefor,http://www.wikidata.org/entity/Q73430938,United Research Corporation,,,PatentPool; WestheimerF4
GB397969,GB,http://worldwide.espacenet.com/publicationDetails/biblio?DB=EPODOC&II=0&ND=3&adjacent=true&locale=en_EP&FT=D&date=19330907&CC=GB&NR=397969A&KC=A,1932-05-04,1933-09-07,A Method of and Apparatus for Producing Composite Motion Pictures,http://www.wikidata.org/entity/Q73430942,United Research Corporation,,,PatentPool
US1926584,US,https://patents.google.com/patent/US1926584A/en,1929-08-28,1933-09-12,Photographic Transforming Apparatus,http://www.wikidata.org/entity/Q73425075,Leon T. Eliel,,G03B19/023,WestheimerF14
US1926657,US,https://patents.google.com/patent/US1926657A/en,1931-09-10,1933-09-12,Pose Reflecting System,http://www.wikidata.org/entity/Q73425076,Luther G. Simjian,,G03B17/53,WestheimerF14
US1926722,US,https://patents.google.com/patent/US1926722A/en,1931-09-08,1933-09-12,Composite Motion Picture,http://www.wikidata.org/entity/Q73425088,Fred W. Jackman,Warner Bros Pictures Inc,G03B15/08,PatentPool; StullProducersPool; WestheimerF14
US1926879,US,https://patents.google.com/patent/US1926879A/en,1931-01-13,1933-09-12,Film Marking Device,http://www.wikidata.org/entity/Q73425098,James A. Miller; Geoffrey A. G. Simpson,Electrical Res Prod Inc,G03C11/02,WestheimerF14
DE584848,DE,https://depatisnet.dpma.de/DepatisNet/depatisnet?action=bibdat&docid=DE000000584848A,1930-08-24,1933-09-25,Verfahren zur Korrektur der Durchlässigkeit eines mit einer durchlässigen Farbschicht gefärbten durchsichtigen Bildes (Diapositivs oder Dianegativs) für das Licht seiner eigenen Färbung,http://www.wikidata.org/entity/Q73430956,Roy J. Pomeroy; Paramount Publix Corp,,,PatentPool
US1927887,US,https://patents.google.com/patent/US1927887A/en,1930-02-24,1933-09-26,Gate for Multiple Films,http://www.wikidata.org/entity/Q73425104,William T. Crespinel,Hughes Ind Co Ltd,G03B1/50,WestheimerF14
US1927925,US,https://patents.google.com/patent/US1927925A/en,1927-08-30,1933-09-26,Photographic Production,http://www.wikidata.org/entity/Q73425107,Ludwig M. Dieterich,,G03B21/60,WestheimerF14
US1928181,US,https://patents.google.com/patent/US1928181A/en,1932-03-24,1933-09-26,Method of Making Photographic Prints,http://www.wikidata.org/entity/Q73425120,Erich Loening,,G03F1/90,WestheimerF14
US1928579,US,https://patents.google.com/patent/US1928579A/en,1927-02-18,1933-09-26,Method of Superimposing a Foreground of Image upon a Background in Photography,http://www.wikidata.org/entity/Q73425132,Walter D. Walker,Cinema Dev Comp,G03B15/08,WestheimerF14
US1928434,US,https://patents.google.com/patent/US1928434A/en,1929-01-09,1933-09-26,Automatic Clutch Trip for Film Drives,http://www.wikidata.org/entity/Q73425136,Roy J. Pomeroy; Carl v. Olson,,G03B1/40,
US1928757,US,https://patents.google.com/patent/US1928757A/en,1930-05-31,1933-10-03,View Camera,http://www.wikidata.org/entity/Q73425143,Sarah R. Klasey,,G03B13/20,WestheimerF14
US1929519,US,https://patents.google.com/patent/US1929519A/en,1928-10-08,1933-10-10,System for Producing Sound Motion Pictures,http://www.wikidata.org/entity/Q73425147,Oscar A. Ross,,G03B31/00,WestheimerF14
US1929815,US,https://patents.google.com/patent/US1929815A/en,1932-02-03,1933-10-10,Apparatus for Projecting Animated Pictures on Alpha Screen,http://www.wikidata.org/entity/Q73425184,Tomas Nicolau Y. Griñó; Jose Maria Nicolau Y. Griñó,,G03B21/32; G03B21/36,WestheimerF14
US1930279,US,https://patents.google.com/patent/US1930279A/en,1931-01-08,1933-10-10,Motor Control System,http://www.wikidata.org/entity/Q73585581,Edmund R. Morton,Nokia Bell Labs,H02P5/74,WestheimerF14
US1930552,US,https://patents.google.com/patent/US1930552A/en,1928-02-02,1933-10-17,"Song Film, Method of Using Said Film, and Process of Manufacturing the Same",http://www.wikidata.org/entity/Q73425194,Waldo John Conkie,Fred R. Wright,G03B31/00,WestheimerF14
US1931668,US,https://patents.google.com/patent/US1931668A/en,1930-09-19,1933-10-24,Multiple Motion Picture Projection,http://www.wikidata.org/entity/Q73425199,"John A. Maurer, Jr",Dow Corning Corp; RCA Corp,G03B21/003,WestheimerF14
US1931983,US,https://patents.google.com/patent/US1931983A/en,1932-04-28,1933-10-24,Camera,http://www.wikidata.org/entity/Q73585582,Charles L. Fitz,,G03B33/00,WestheimerF14
US1933854,US,https://patents.google.com/patent/US1933854A/en,1929-08-31,1933-11-07,Method of Making Cinematographic Exposures,http://www.wikidata.org/entity/Q73425220,Stephan Jelinek,,G03B15/10,WestheimerF4; WestheimerF14
US1933817,US,https://patents.google.com/patent/US1933817A/en,1931-10-20,1933-11-07,Device for Photographing Titles on Motion Picture Film,http://www.wikidata.org/entity/Q73425230,Frank C. Miller; Donald F. Lyman,Eastman Kodak Comp,G03B15/08,WestheimerF14
US1933953,US,https://patents.google.com/patent/US1933953A/en,1932-08-16,1933-11-07,Means for Making Composite Photographs,http://www.wikidata.org/entity/Q73425234,Oliver W. Ames,,G03B15/00,WestheimerF14
US1934514,US,https://patents.google.com/patent/US1934514A/en,1930-11-12,1933-11-07,Optical Film-Copying Machine,http://www.wikidata.org/entity/Q73425240,Rudolph Thun,,G03B27/46,
US1936512,US,https://patents.google.com/patent/US1936512A/en,1933-02-21,1933-11-21,Multiplying Attachment for Cameras,http://www.wikidata.org/entity/Q73425260,John Chestley Hunter,,G03B19/023,WestheimerF14
US1936886,US,https://patents.google.com/patent/US1936886A/en,1932-01-02,1933-11-28,Method of Studio Technique,http://www.wikidata.org/entity/Q73425266,Douglas Graham Shearer,Metro Goldwyn Mayer Corp,G03B31/00,WestheimerF14
US1939172,US,https://patents.google.com/patent/US1939172A/en,1929-04-15,1933-12-12,Mapping Camera,http://www.wikidata.org/entity/Q73431026,Charles Francis Jenkins,C. Francis Jenkins Inc,G03B41/026,WestheimerF14
US1939304,US,https://patents.google.com/patent/US1939304A/en,1929-06-12,1933-12-12,Method of Making Composite Photographs,http://www.wikidata.org/entity/Q73425268,Fred W. Jackman; Hans F. Koenekamp,Warner Bros Pictures Inc,G03B15/08,PatentPool; StullProducersPool; WestheimerF14
